Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2020/05/22 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/22 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/22 05:00:00+00,Winnipeg,0,213,3,205,5
2020/05/23 05:00:00+00,All,0,292,3,282,7
2020/05/23 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/23 05:00:00+00,Northern,0,3,0,3,0
2020/05/23 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/23 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/23 05:00:00+00,Winnipeg,0,213,3,205,5
2020/05/24 05:00:00+00,All,0,292,3,282,7
2020/05/24 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/24 05:00:00+00,Northern,0,3,0,3,0
2020/05/24 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/24 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/24 05:00:00+00,Winnipeg,0,213,3,205,5
2020/05/25 05:00:00+00,All,0,292,2,283,7
2020/05/25 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/25 05:00:00+00,Northern,0,3,0,3,0
2020/05/25 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/25 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/25 05:00:00+00,Winnipeg,0,213,2,206,5
2020/05/26 05:00:00+00,All,2,294,4,283,7
2020/05/26 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/26 05:00:00+00,Northern,0,3,0,3,0
2020/05/26 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/26 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/26 05:00:00+00,Winnipeg,2,215,4,206,5
2020/05/27 05:00:00+00,All,0,294,4,283,7
2020/05/27 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/27 05:00:00+00,Northern,0,3,0,3,0
2020/05/27 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/27 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/27 05:00:00+00,Winnipeg,0,215,4,206,5
2020/05/28 05:00:00+00,All,0,294,4,283,7
2020/05/28 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/28 05:00:00+00,Northern,0,3,0,3,0
2020/05/28 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/28 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/28 05:00:00+00,Winnipeg,0,215,4,206,5
2020/05/29 05:00:00+00,All,0,294,4,283,7
2020/05/29 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/29 05:00:00+00,Northern,0,3,0,3,0
2020/05/29 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/29 05:00:00+00,Southern Health-Santé Sud,0,30,0,29,1
2020/05/29 05:00:00+00,Winnipeg,0,215,4,206,5
2020/05/30 05:00:00+00,All,1,295,5,283,7
2020/05/30 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/30 05:00:00+00,Northern,0,3,0,3,0
2020/05/30 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/30 05:00:00+00,Southern Health-Santé Sud,1,31,1,29,1
2020/05/30 05:00:00+00,Winnipeg,0,215,4,206,5
2020/05/31 05:00:00+00,All,0,295,5,283,7
2020/05/31 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/05/31 05:00:00+00,Northern,0,3,0,3,0
2020/05/31 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/05/31 05:00:00+00,Southern Health-Santé Sud,0,31,1,29,1
2020/05/31 05:00:00+00,Winnipeg,0,215,4,206,5
2020/06/01 05:00:00+00,All,3,298,8,283,7
2020/06/01 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/01 05:00:00+00,Northern,0,3,0,3,0
2020/06/01 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/01 05:00:00+00,Southern Health-Santé Sud,3,34,4,29,1
2020/06/01 05:00:00+00,Winnipeg,0,215,4,206,5
2020/06/02 05:00:00+00,All,0,298,6,285,7
2020/06/02 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/02 05:00:00+00,Northern,0,3,0,3,0
2020/06/02 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/02 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/02 05:00:00+00,Winnipeg,0,215,2,208,5
2020/06/03 05:00:00+00,All,2,300,8,285,7
2020/06/03 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/03 05:00:00+00,Northern,0,3,0,3,0
2020/06/03 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/03 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/03 05:00:00+00,Winnipeg,2,217,4,208,5
2020/06/04 05:00:00+00,All,0,300,8,285,7
2020/06/04 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/04 05:00:00+00,Northern,0,3,0,3,0
2020/06/04 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/04 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/04 05:00:00+00,Winnipeg,0,217,4,208,5
2020/06/05 05:00:00+00,All,0,300,8,285,7
2020/06/05 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/05 05:00:00+00,Northern,0,3,0,3,0
2020/06/05 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/05 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/05 05:00:00+00,Winnipeg,0,217,4,208,5
2020/06/06 05:00:00+00,All,0,300,8,285,7
2020/06/06 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/06 05:00:00+00,Northern,0,3,0,3,0
2020/06/06 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/06 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/06 05:00:00+00,Winnipeg,0,217,4,208,5
2020/06/07 05:00:00+00,All,0,300,8,285,7
2020/06/07 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/07 05:00:00+00,Northern,0,3,0,3,0
2020/06/07 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/07 05:00:00+00,Southern Health-Santé Sud,0,34,4,29,1
2020/06/07 05:00:00+00,Winnipeg,0,217,4,208,5
2020/06/08 05:00:00+00,All,0,300,5,288,7
2020/06/08 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/08 05:00:00+00,Northern,0,3,0,3,0
2020/06/08 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/08 05:00:00+00,Southern Health-Santé Sud,0,34,3,30,1
2020/06/08 05:00:00+00,Winnipeg,0,217,2,210,5
2020/06/09 05:00:00+00,All,0,300,5,288,7
2020/06/09 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/09 05:00:00+00,Northern,0,3,0,3,0
2020/06/09 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/09 05:00:00+00,Southern Health-Santé Sud,0,34,3,30,1
2020/06/09 05:00:00+00,Winnipeg,0,217,2,210,5
2020/06/10 05:00:00+00,All,0,300,5,288,7
2020/06/10 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/10 05:00:00+00,Northern,0,3,0,3,0
2020/06/10 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/10 05:00:00+00,Southern Health-Santé Sud,0,34,3,30,1
2020/06/10 05:00:00+00,Winnipeg,0,217,2,210,5
2020/06/11 05:00:00+00,All,1,301,5,289,7
2020/06/11 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/11 05:00:00+00,Northern,0,3,0,3,0
2020/06/11 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/11 05:00:00+00,Southern Health-Santé Sud,0,34,3,30,1
2020/06/11 05:00:00+00,Winnipeg,1,218,2,211,5
2020/06/12 05:00:00+00,All,2,303,7,289,7
2020/06/12 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/12 05:00:00+00,Northern,0,3,0,3,0
2020/06/12 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/12 05:00:00+00,Southern Health-Santé Sud,0,34,3,30,1
2020/06/12 05:00:00+00,Winnipeg,2,220,4,211,5
2020/06/13 05:00:00+00,All,1,304,5,292,7
2020/06/13 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/13 05:00:00+00,Northern,0,3,0,3,0
2020/06/13 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/13 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/13 05:00:00+00,Winnipeg,1,221,5,211,5
2020/06/14 05:00:00+00,All,0,304,5,292,7
2020/06/14 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/14 05:00:00+00,Northern,0,3,0,3,0
2020/06/14 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/14 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/14 05:00:00+00,Winnipeg,0,221,5,211,5
2020/06/15 05:00:00+00,All,0,304,4,293,7
2020/06/15 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/15 05:00:00+00,Northern,0,3,0,3,0
2020/06/15 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/15 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/15 05:00:00+00,Winnipeg,0,221,4,212,5
2020/06/16 05:00:00+00,All,2,306,6,293,7
2020/06/16 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/16 05:00:00+00,Northern,0,3,0,3,0
2020/06/16 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/16 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/16 05:00:00+00,Winnipeg,2,223,6,212,5
2020/06/17 05:00:00+00,All,2,308,8,293,7
2020/06/17 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/17 05:00:00+00,Northern,0,3,0,3,0
2020/06/17 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/17 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/17 05:00:00+00,Winnipeg,2,225,8,212,5
2020/06/18 05:00:00+00,All,1,309,9,293,7
2020/06/18 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/18 05:00:00+00,Northern,0,3,0,3,0
2020/06/18 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/18 05:00:00+00,Southern Health-Santé Sud,0,34,0,33,1
2020/06/18 05:00:00+00,Winnipeg,1,226,9,212,5
2020/06/19 05:00:00+00,All,4,313,13,293,7
2020/06/19 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/19 05:00:00+00,Northern,0,3,0,3,0
2020/06/19 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/19 05:00:00+00,Southern Health-Santé Sud,2,36,2,33,1
2020/06/19 05:00:00+00,Winnipeg,2,228,11,212,5
2020/06/20 05:00:00+00,All,0,313,13,293,7
2020/06/20 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/20 05:00:00+00,Northern,0,3,0,3,0
2020/06/20 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/20 05:00:00+00,Southern Health-Santé Sud,0,36,2,33,1
2020/06/20 05:00:00+00,Winnipeg,0,228,11,212,5
2020/06/21 05:00:00+00,All,1,314,14,293,7
2020/06/21 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/21 05:00:00+00,Northern,0,3,0,3,0
2020/06/21 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/21 05:00:00+00,Southern Health-Santé Sud,1,37,3,33,1
2020/06/21 05:00:00+00,Winnipeg,0,228,11,212,5
2020/06/22 05:00:00+00,All,1,315,14,294,7
2020/06/22 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/22 05:00:00+00,Northern,0,3,0,3,0
2020/06/22 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/22 05:00:00+00,Southern Health-Santé Sud,0,37,3,33,1
2020/06/22 05:00:00+00,Winnipeg,1,229,11,213,5
2020/06/23 05:00:00+00,All,0,315,13,295,7
2020/06/23 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/23 05:00:00+00,Northern,0,3,0,3,0
2020/06/23 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/23 05:00:00+00,Southern Health-Santé Sud,0,37,3,33,1
2020/06/23 05:00:00+00,Winnipeg,0,229,10,214,5
2020/06/24 05:00:00+00,All,1,316,11,298,7
2020/06/24 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/24 05:00:00+00,Northern,0,3,0,3,0
2020/06/24 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/24 05:00:00+00,Southern Health-Santé Sud,1,38,4,33,1
2020/06/24 05:00:00+00,Winnipeg,0,229,7,217,5
2020/06/25 05:00:00+00,All,2,318,11,300,7
2020/06/25 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/25 05:00:00+00,Northern,0,3,0,3,0
2020/06/25 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/25 05:00:00+00,Southern Health-Santé Sud,0,38,4,33,1
2020/06/25 05:00:00+00,Winnipeg,2,231,7,219,5
2020/06/26 05:00:00+00,All,4,322,15,300,7
2020/06/26 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/26 05:00:00+00,Northern,0,3,0,3,0
2020/06/26 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/26 05:00:00+00,Southern Health-Santé Sud,2,40,6,33,1
2020/06/26 05:00:00+00,Winnipeg,2,233,9,219,5
2020/06/27 05:00:00+00,All,0,322,12,303,7
2020/06/27 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/27 05:00:00+00,Northern,0,3,0,3,0
2020/06/27 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/27 05:00:00+00,Southern Health-Santé Sud,0,40,6,33,1
2020/06/27 05:00:00+00,Winnipeg,0,233,6,222,5
2020/06/28 05:00:00+00,All,2,324,14,303,7
2020/06/28 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/28 05:00:00+00,Northern,0,3,0,3,0
2020/06/28 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/28 05:00:00+00,Southern Health-Santé Sud,0,40,6,33,1
2020/06/28 05:00:00+00,Winnipeg,2,235,8,222,5
2020/06/29 05:00:00+00,All,1,325,14,304,7
2020/06/29 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/29 05:00:00+00,Northern,0,3,0,3,0
2020/06/29 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/29 05:00:00+00,Southern Health-Santé Sud,0,40,6,33,1
2020/06/29 05:00:00+00,Winnipeg,1,236,8,223,5
2020/06/30 05:00:00+00,All,0,325,12,306,7
2020/06/30 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/06/30 05:00:00+00,Northern,0,3,0,3,0
2020/06/30 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/06/30 05:00:00+00,Southern Health-Santé Sud,0,40,4,35,1
2020/06/30 05:00:00+00,Winnipeg,0,236,8,223,5
2020/07/01 05:00:00+00,All,0,325,12,306,7
2020/07/01 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/01 05:00:00+00,Northern,0,3,0,3,0
2020/07/01 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/01 05:00:00+00,Southern Health-Santé Sud,0,40,4,35,1
2020/07/01 05:00:00+00,Winnipeg,0,236,8,223,5
2020/07/02 05:00:00+00,All,0,325,11,307,7
2020/07/02 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/02 05:00:00+00,Northern,0,3,0,3,0
2020/07/02 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/02 05:00:00+00,Southern Health-Santé Sud,0,40,4,35,1
2020/07/02 05:00:00+00,Winnipeg,0,236,7,224,5
2020/07/03 05:00:00+00,All,0,325,9,309,7
2020/07/03 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/03 05:00:00+00,Northern,0,3,0,3,0
2020/07/03 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/03 05:00:00+00,Southern Health-Santé Sud,0,40,2,37,1
2020/07/03 05:00:00+00,Winnipeg,0,236,7,224,5
2020/07/04 05:00:00+00,All,0,325,7,311,7
2020/07/04 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/04 05:00:00+00,Northern,0,3,0,3,0
2020/07/04 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/04 05:00:00+00,Southern Health-Santé Sud,0,40,2,37,1
2020/07/04 05:00:00+00,Winnipeg,0,236,5,226,5
2020/07/05 05:00:00+00,All,0,325,7,311,7
2020/07/05 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/05 05:00:00+00,Northern,0,3,0,3,0
2020/07/05 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/05 05:00:00+00,Southern Health-Santé Sud,0,40,2,37,1
2020/07/05 05:00:00+00,Winnipeg,0,236,5,226,5
2020/07/06 05:00:00+00,All,0,325,7,311,7
2020/07/06 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/06 05:00:00+00,Northern,0,3,0,3,0
2020/07/06 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/06 05:00:00+00,Southern Health-Santé Sud,0,40,2,37,1
2020/07/06 05:00:00+00,Winnipeg,0,236,5,226,5
2020/07/07 05:00:00+00,All,0,325,5,313,7
2020/07/07 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/07 05:00:00+00,Northern,0,3,0,3,0
2020/07/07 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/07 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/07 05:00:00+00,Winnipeg,0,236,5,226,5
2020/07/08 05:00:00+00,All,0,325,4,314,7
2020/07/08 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/08 05:00:00+00,Northern,0,3,0,3,0
2020/07/08 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/08 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/08 05:00:00+00,Winnipeg,0,236,4,227,5
2020/07/09 05:00:00+00,All,0,325,2,316,7
2020/07/09 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/09 05:00:00+00,Northern,0,3,0,3,0
2020/07/09 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/09 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/09 05:00:00+00,Winnipeg,0,236,2,229,5
2020/07/10 05:00:00+00,All,0,325,1,317,7
2020/07/10 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/10 05:00:00+00,Northern,0,3,0,3,0
2020/07/10 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/10 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/10 05:00:00+00,Winnipeg,0,236,1,230,5
2020/07/11 05:00:00+00,All,0,325,1,317,7
2020/07/11 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/11 05:00:00+00,Northern,0,3,0,3,0
2020/07/11 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/11 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/11 05:00:00+00,Winnipeg,0,236,1,230,5
2020/07/12 05:00:00+00,All,0,325,0,318,7
2020/07/12 05:00:00+00,Interlake-Eastern,0,20,0,20,0
2020/07/12 05:00:00+00,Northern,0,3,0,3,0
2020/07/12 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/12 05:00:00+00,Southern Health-Santé Sud,0,40,0,39,1
2020/07/12 05:00:00+00,Winnipeg,0,236,0,231,5
2020/07/13 05:00:00+00,All,5,330,3,320,7
2020/07/13 05:00:00+00,Interlake-Eastern,1,21,1,20,0
2020/07/13 05:00:00+00,Northern,0,3,0,3,0
2020/07/13 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/13 05:00:00+00,Southern Health-Santé Sud,2,42,0,41,1
2020/07/13 05:00:00+00,Winnipeg,2,238,2,231,5
2020/07/14 05:00:00+00,All,0,330,3,320,7
2020/07/14 05:00:00+00,Interlake-Eastern,0,21,1,20,0
2020/07/14 05:00:00+00,Northern,0,3,0,3,0
2020/07/14 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/14 05:00:00+00,Southern Health-Santé Sud,0,42,0,41,1
2020/07/14 05:00:00+00,Winnipeg,0,238,2,231,5
2020/07/15 05:00:00+00,All,1,331,3,321,7
2020/07/15 05:00:00+00,Interlake-Eastern,0,21,1,20,0
2020/07/15 05:00:00+00,Northern,0,3,0,3,0
2020/07/15 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/15 05:00:00+00,Southern Health-Santé Sud,1,43,0,42,1
2020/07/15 05:00:00+00,Winnipeg,0,238,2,231,5
2020/07/16 05:00:00+00,All,5,336,8,321,7
2020/07/16 05:00:00+00,Interlake-Eastern,5,26,6,20,0
2020/07/16 05:00:00+00,Northern,0,3,0,3,0
2020/07/16 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/16 05:00:00+00,Southern Health-Santé Sud,0,43,0,42,1
2020/07/16 05:00:00+00,Winnipeg,0,238,2,231,5
2020/07/17 05:00:00+00,All,1,337,9,321,7
2020/07/17 05:00:00+00,Interlake-Eastern,1,27,7,20,0
2020/07/17 05:00:00+00,Northern,0,3,0,3,0
2020/07/17 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/17 05:00:00+00,Southern Health-Santé Sud,0,43,0,42,1
2020/07/17 05:00:00+00,Winnipeg,0,238,2,231,5
2020/07/18 05:00:00+00,All,5,342,14,321,7
2020/07/18 05:00:00+00,Interlake-Eastern,2,29,9,20,0
2020/07/18 05:00:00+00,Northern,0,3,0,3,0
2020/07/18 05:00:00+00,Prairie Mountain Health,0,26,0,25,1
2020/07/18 05:00:00+00,Southern Health-Santé Sud,1,44,1,42,1
2020/07/18 05:00:00+00,Winnipeg,2,240,4,231,5
2020/07/19 05:00:00+00,All,13,355,26,322,7
2020/07/19 05:00:00+00,Interlake-Eastern,8,37,17,20,0
2020/07/19 05:00:00+00,Northern,0,3,0,3,0
2020/07/19 05:00:00+00,Prairie Mountain Health,3,29,3,25,1
2020/07/19 05:00:00+00,Southern Health-Santé Sud,0,44,1,42,1
2020/07/19 05:00:00+00,Winnipeg,2,242,5,232,5
2020/07/20 05:00:00+00,All,12,367,36,324,7
2020/07/20 05:00:00+00,Interlake-Eastern,7,44,24,20,0
2020/07/20 05:00:00+00,Northern,0,3,0,3,0
2020/07/20 05:00:00+00,Prairie Mountain Health,2,31,5,25,1
2020/07/20 05:00:00+00,Southern Health-Santé Sud,1,45,1,43,1
2020/07/20 05:00:00+00,Winnipeg,2,244,6,233,5
2020/07/21 05:00:00+00,All,7,374,42,325,7
2020/07/21 05:00:00+00,Interlake-Eastern,2,46,25,21,0
2020/07/21 05:00:00+00,Northern,0,3,0,3,0
2020/07/21 05:00:00+00,Prairie Mountain Health,2,33,7,25,1
2020/07/21 05:00:00+00,Southern Health-Santé Sud,3,48,4,43,1
2020/07/21 05:00:00+00,Winnipeg,0,244,6,233,5
2020/07/22 05:00:00+00,All,6,380,48,325,7
2020/07/22 05:00:00+00,Interlake-Eastern,3,49,28,21,0
2020/07/22 05:00:00+00,Northern,0,3,0,3,0
2020/07/22 05:00:00+00,Prairie Mountain Health,0,33,7,25,1
2020/07/22 05:00:00+00,Southern Health-Santé Sud,2,50,6,43,1
2020/07/22 05:00:00+00,Winnipeg,1,245,7,233,5
2020/07/23 05:00:00+00,All,5,385,53,325,7
2020/07/23 05:00:00+00,Interlake-Eastern,1,50,29,21,0
2020/07/23 05:00:00+00,Northern,0,3,0,3,0
2020/07/23 05:00:00+00,Prairie Mountain Health,1,34,8,25,1
2020/07/23 05:00:00+00,Southern Health-Santé Sud,3,53,9,43,1
2020/07/23 05:00:00+00,Winnipeg,0,245,7,233,5
2020/07/24 05:00:00+00,All,6,391,57,327,7
2020/07/24 05:00:00+00,Interlake-Eastern,0,50,27,23,0
2020/07/24 05:00:00+00,Northern,0,3,0,3,0
2020/07/24 05:00:00+00,Prairie Mountain Health,3,37,11,25,1
2020/07/24 05:00:00+00,Southern Health-Santé Sud,3,56,12,43,1
2020/07/24 05:00:00+00,Winnipeg,0,245,7,233,5
2020/07/25 05:00:00+00,All,5,396,59,329,8
2020/07/25 05:00:00+00,Interlake-Eastern,1,51,28,23,0
2020/07/25 05:00:00+00,Northern,0,3,0,3,0
2020/07/25 05:00:00+00,Prairie Mountain Health,0,37,11,25,1
2020/07/25 05:00:00+00,Southern Health-Santé Sud,1,57,12,43,2
2020/07/25 05:00:00+00,Winnipeg,3,248,8,235,5
2020/07/26 05:00:00+00,All,5,401,60,333,8
2020/07/26 05:00:00+00,Interlake-Eastern,2,53,26,27,0
2020/07/26 05:00:00+00,Northern,0,3,0,3,0
2020/07/26 05:00:00+00,Prairie Mountain Health,1,38,12,25,1
2020/07/26 05:00:00+00,Southern Health-Santé Sud,1,58,13,43,2
2020/07/26 05:00:00+00,Winnipeg,1,249,9,235,5
2020/07/27 05:00:00+00,All,3,404,55,341,8
2020/07/27 05:00:00+00,Interlake-Eastern,2,55,23,32,0
2020/07/27 05:00:00+00,Northern,0,3,0,3,0
2020/07/27 05:00:00+00,Prairie Mountain Health,1,39,12,26,1
2020/07/27 05:00:00+00,Southern Health-Santé Sud,0,58,13,43,2
2020/07/27 05:00:00+00,Winnipeg,0,249,7,237,5
2020/07/28 05:00:00+00,All,3,407,52,347,8
2020/07/28 05:00:00+00,Interlake-Eastern,2,57,21,36,0
2020/07/28 05:00:00+00,Northern,0,3,0,3,0
2020/07/28 05:00:00+00,Prairie Mountain Health,0,39,11,27,1
2020/07/28 05:00:00+00,Southern Health-Santé Sud,0,58,12,44,2
2020/07/28 05:00:00+00,Winnipeg,1,250,8,237,5
2020/07/29 05:00:00+00,All,3,410,48,354,8
2020/07/29 05:00:00+00,Interlake-Eastern,0,57,17,40,0
2020/07/29 05:00:00+00,Northern,0,3,0,3,0
2020/07/29 05:00:00+00,Prairie Mountain Health,2,41,12,28,1
2020/07/29 05:00:00+00,Southern Health-Santé Sud,0,58,10,46,2
2020/07/29 05:00:00+00,Winnipeg,1,251,9,237,5
2020/07/30 05:00:00+00,All,6,416,40,368,8
2020/07/30 05:00:00+00,Interlake-Eastern,3,60,17,43,0
2020/07/30 05:00:00+00,Northern,0,3,0,3,0
2020/07/30 05:00:00+00,Prairie Mountain Health,2,43,6,36,1
2020/07/30 05:00:00+00,Southern Health-Santé Sud,0,58,7,49,2
2020/07/30 05:00:00+00,Winnipeg,1,252,10,237,5
2020/07/31 05:00:00+00,All,6,422,38,376,8
2020/07/31 05:00:00+00,Interlake-Eastern,1,61,14,47,0
2020/07/31 05:00:00+00,Northern,0,3,0,3,0
2020/07/31 05:00:00+00,Prairie Mountain Health,1,44,6,37,1
2020/07/31 05:00:00+00,Southern Health-Santé Sud,3,61,9,50,2
2020/07/31 05:00:00+00,Winnipeg,1,253,9,239,5
2020/08/01 05:00:00+00,All,14,436,49,379,8
